"label","source","frame","num_detected_obj","num_tlvs","packet_len","tlv_summary","has_vital","target_id","range_bin","breath_deviation","heart_rate","breath_rate","raw_radar","raw_vital"
"person_breathing","pasted_text_trim20s","227","0","1","52","1021:4","0","","","","","","RADAR,227,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","233","0","1","52","1021:4","0","","","","","","RADAR,233,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","239","0","1","52","1021:4","0","","","","","","RADAR,239,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","245","2","2","96","1020:36;1021:4","0","","","","","","RADAR,245,2,2,96,1020:36;1021:4",""
"person_breathing","pasted_text_trim20s","251","0","1","52","1021:4","0","","","","","","RADAR,251,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","256","5","3","264","1020:60;1021:4;1040:136","1","0","15","0.0151","80.4","18.4","RADAR,256,5,3,264,1020:60;1021:4;1040:136","VITAL,256,id=0,rangeBin=15,breathDev=0.0151,heartRate=80.4,breathRate=18.4"
"person_breathing","pasted_text_trim20s","263","0","1","52","1021:4","0","","","","","","RADAR,263,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","269","0","1","52","1021:4","0","","","","","","RADAR,269,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","275","0","1","52","1021:4","0","","","","","","RADAR,275,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","281","0","1","52","1021:4","0","","","","","","RADAR,281,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","287","7","2","136","1020:76;1021:4","0","","","","","","RADAR,287,7,2,136,1020:76;1021:4",""
"person_breathing","pasted_text_trim20s","293","0","1","52","1021:4","0","","","","","","RADAR,293,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","299","0","1","52","1021:4","0","","","","","","RADAR,299,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","305","0","1","52","1021:4","0","","","","","","RADAR,305,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","311","0","1","52","1021:4","0","","","","","","RADAR,311,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","317","0","1","52","1021:4","0","","","","","","RADAR,317,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","323","0","1","52","1021:4","0","","","","","","RADAR,323,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","329","0","1","52","1021:4","0","","","","","","RADAR,329,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","335","0","1","52","1021:4","0","","","","","","RADAR,335,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","341","2","2","96","1020:36;1021:4","0","","","","","","RADAR,341,2,2,96,1020:36;1021:4",""
"person_breathing","pasted_text_trim20s","347","0","1","52","1021:4","0","","","","","","RADAR,347,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","353","0","1","52","1021:4","0","","","","","","RADAR,353,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","359","0","1","52","1021:4","0","","","","","","RADAR,359,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","365","0","1","52","1021:4","0","","","","","","RADAR,365,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","371","0","1","52","1021:4","0","","","","","","RADAR,371,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","377","0","1","52","1021:4","0","","","","","","RADAR,377,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","383","27","2","296","1020:236;1021:4","0","","","","","","RADAR,383,27,2,296,1020:236;1021:4",""
"person_breathing","pasted_text_trim20s","389","0","1","52","1021:4","0","","","","","","RADAR,389,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","395","0","1","52","1021:4","0","","","","","","RADAR,395,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","400","0","2","196","1021:4;1040:136","1","0","15","0.0666","78.7","16.7","RADAR,400,0,2,196,1021:4;1040:136","VITAL,400,id=0,rangeBin=15,breathDev=0.0666,heartRate=78.7,breathRate=16.7"
"person_breathing","pasted_text_trim20s","406","0","1","52","1021:4","0","","","","","","RADAR,406,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","412","0","1","52","1021:4","0","","","","","","RADAR,412,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","418","0","1","52","1021:4","0","","","","","","RADAR,418,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","424","0","1","52","1021:4","0","","","","","","RADAR,424,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","430","0","1","52","1021:4","0","","","","","","RADAR,430,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","436","0","1","52","1021:4","0","","","","","","RADAR,436,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","442","0","1","52","1021:4","0","","","","","","RADAR,442,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","448","2","3","240","1020:36;1021:4;1040:136","1","0","15","0.0520","77.0","16.7","RADAR,448,2,3,240,1020:36;1021:4;1040:136","VITAL,448,id=0,rangeBin=15,breathDev=0.0520,heartRate=77.0,breathRate=16.7"
"person_breathing","pasted_text_trim20s","454","0","1","52","1021:4","0","","","","","","RADAR,454,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","460","0","1","52","1021:4","0","","","","","","RADAR,460,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","466","0","1","52","1021:4","0","","","","","","RADAR,466,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","472","0","1","52","1021:4","0","","","","","","RADAR,472,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","478","0","1","52","1021:4","0","","","","","","RADAR,478,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","484","0","1","52","1021:4","0","","","","","","RADAR,484,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","490","0","1","52","1021:4","0","","","","","","RADAR,490,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","496","0","2","196","1021:4;1040:136","1","0","15","0.0816","72.0","18.4","RADAR,496,0,2,196,1021:4;1040:136","VITAL,496,id=0,rangeBin=15,breathDev=0.0816,heartRate=72.0,breathRate=18.4"
"person_breathing","pasted_text_trim20s","502","0","1","52","1021:4","0","","","","","","RADAR,502,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","508","0","1","52","1021:4","0","","","","","","RADAR,508,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","514","0","1","52","1021:4","0","","","","","","RADAR,514,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","520","0","1","52","1021:4","0","","","","","","RADAR,520,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","526","0","1","52","1021:4","0","","","","","","RADAR,526,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","532","0","1","52","1021:4","0","","","","","","RADAR,532,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","538","0","1","52","1021:4","0","","","","","","RADAR,538,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","544","0","2","196","1021:4;1040:136","1","0","15","0.0885","78.7","18.4","RADAR,544,0,2,196,1021:4;1040:136","VITAL,544,id=0,rangeBin=15,breathDev=0.0885,heartRate=78.7,breathRate=18.4"
"person_breathing","pasted_text_trim20s","550","0","1","52","1021:4","0","","","","","","RADAR,550,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","556","0","1","52","1021:4","0","","","","","","RADAR,556,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","562","0","1","52","1021:4","0","","","","","","RADAR,562,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","568","0","1","52","1021:4","0","","","","","","RADAR,568,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","574","0","1","52","1021:4","0","","","","","","RADAR,574,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","580","0","1","52","1021:4","0","","","","","","RADAR,580,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","586","23","2","264","1020:204;1021:4","0","","","","","","RADAR,586,23,2,264,1020:204;1021:4",""
"person_breathing","pasted_text_trim20s","592","0","2","196","1021:4;1040:136","1","0","15","0.0234","73.7","16.7","RADAR,592,0,2,196,1021:4;1040:136","VITAL,592,id=0,rangeBin=15,breathDev=0.0234,heartRate=73.7,breathRate=16.7"
"person_breathing","pasted_text_trim20s","598","0","1","52","1021:4","0","","","","","","RADAR,598,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","604","0","1","52","1021:4","0","","","","","","RADAR,604,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","610","0","1","52","1021:4","0","","","","","","RADAR,610,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","616","0","1","52","1021:4","0","","","","","","RADAR,616,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","622","0","1","52","1021:4","0","","","","","","RADAR,622,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","628","0","1","52","1021:4","0","","","","","","RADAR,628,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","634","0","1","52","1021:4","0","","","","","","RADAR,634,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","640","4","3","256","1020:52;1021:4;1040:136","1","0","15","0.0363","75.3","16.7","RADAR,640,4,3,256,1020:52;1021:4;1040:136","VITAL,640,id=0,rangeBin=15,breathDev=0.0363,heartRate=75.3,breathRate=16.7"
"person_breathing","pasted_text_trim20s","646","0","1","52","1021:4","0","","","","","","RADAR,646,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","652","0","1","52","1021:4","0","","","","","","RADAR,652,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","658","0","1","52","1021:4","0","","","","","","RADAR,658,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","664","0","1","52","1021:4","0","","","","","","RADAR,664,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","670","0","1","52","1021:4","0","","","","","","RADAR,670,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","676","0","1","52","1021:4","0","","","","","","RADAR,676,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","682","51","2","488","1020:428;1021:4","0","","","","","","RADAR,682,51,2,488,1020:428;1021:4",""
"person_breathing","pasted_text_trim20s","688","0","2","196","1021:4;1040:136","1","0","15","0.0578","67.0","16.7","RADAR,688,0,2,196,1021:4;1040:136","VITAL,688,id=0,rangeBin=15,breathDev=0.0578,heartRate=67.0,breathRate=16.7"
"person_breathing","pasted_text_trim20s","694","0","1","52","1021:4","0","","","","","","RADAR,694,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","700","0","1","52","1021:4","0","","","","","","RADAR,700,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","706","0","1","52","1021:4","0","","","","","","RADAR,706,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","712","0","1","52","1021:4","0","","","","","","RADAR,712,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","718","0","1","52","1021:4","0","","","","","","RADAR,718,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","724","0","1","52","1021:4","0","","","","","","RADAR,724,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","730","0","1","52","1021:4","0","","","","","","RADAR,730,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","736","0","2","196","1021:4;1040:136","1","0","15","0.0896","67.0","16.7","RADAR,736,0,2,196,1021:4;1040:136","VITAL,736,id=0,rangeBin=15,breathDev=0.0896,heartRate=67.0,breathRate=16.7"
"person_breathing","pasted_text_trim20s","743","0","1","52","1021:4","0","","","","","","RADAR,743,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","749","0","1","52","1021:4","0","","","","","","RADAR,749,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","755","0","1","52","1021:4","0","","","","","","RADAR,755,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","761","0","1","52","1021:4","0","","","","","","RADAR,761,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","767","0","1","52","1021:4","0","","","","","","RADAR,767,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","773","0","1","52","1021:4","0","","","","","","RADAR,773,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","779","0","1","52","1021:4","0","","","","","","RADAR,779,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","784","0","2","196","1021:4;1040:136","1","0","15","0.1049","65.3","16.7","RADAR,784,0,2,196,1021:4;1040:136","VITAL,784,id=0,rangeBin=15,breathDev=0.1049,heartRate=65.3,breathRate=16.7"
"person_breathing","pasted_text_trim20s","790","0","1","52","1021:4","0","","","","","","RADAR,790,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","796","0","1","52","1021:4","0","","","","","","RADAR,796,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","802","0","1","52","1021:4","0","","","","","","RADAR,802,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","808","0","1","52","1021:4","0","","","","","","RADAR,808,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","814","0","1","52","1021:4","0","","","","","","RADAR,814,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","820","0","1","52","1021:4","0","","","","","","RADAR,820,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","826","0","1","52","1021:4","0","","","","","","RADAR,826,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","832","46","3","592","1020:388;1021:4;1040:136","1","0","15","0.0993","75.3","18.4","RADAR,832,46,3,592,1020:388;1021:4;1040:136","VITAL,832,id=0,rangeBin=15,breathDev=0.0993,heartRate=75.3,breathRate=18.4"
"person_breathing","pasted_text_trim20s","839","0","1","52","1021:4","0","","","","","","RADAR,839,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","845","0","1","52","1021:4","0","","","","","","RADAR,845,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","851","0","1","52","1021:4","0","","","","","","RADAR,851,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","857","0","1","52","1021:4","0","","","","","","RADAR,857,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","863","0","1","52","1021:4","0","","","","","","RADAR,863,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","869","0","1","52","1021:4","0","","","","","","RADAR,869,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","875","0","1","52","1021:4","0","","","","","","RADAR,875,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","880","0","2","196","1021:4;1040:136","1","0","15","0.1390","85.4","18.4","RADAR,880,0,2,196,1021:4;1040:136","VITAL,880,id=0,rangeBin=15,breathDev=0.1390,heartRate=85.4,breathRate=18.4"
"person_breathing","pasted_text_trim20s","886","0","1","52","1021:4","0","","","","","","RADAR,886,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","892","0","1","52","1021:4","0","","","","","","RADAR,892,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","898","0","1","52","1021:4","0","","","","","","RADAR,898,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","904","0","1","52","1021:4","0","","","","","","RADAR,904,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","910","0","1","52","1021:4","0","","","","","","RADAR,910,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","916","0","1","52","1021:4","0","","","","","","RADAR,916,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","922","0","1","52","1021:4","0","","","","","","RADAR,922,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","928","8","3","288","1020:84;1021:4;1040:136","1","0","15","0.1441","51.9","13.4","RADAR,928,8,3,288,1020:84;1021:4;1040:136","VITAL,928,id=0,rangeBin=15,breathDev=0.1441,heartRate=51.9,breathRate=13.4"
"person_breathing","pasted_text_trim20s","935","0","1","52","1021:4","0","","","","","","RADAR,935,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","941","0","1","52","1021:4","0","","","","","","RADAR,941,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","947","0","1","52","1021:4","0","","","","","","RADAR,947,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","953","0","1","52","1021:4","0","","","","","","RADAR,953,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","959","3","2","104","1020:44;1021:4","0","","","","","","RADAR,959,3,2,104,1020:44;1021:4",""
"person_breathing","pasted_text_trim20s","965","0","1","52","1021:4","0","","","","","","RADAR,965,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","971","0","1","52","1021:4","0","","","","","","RADAR,971,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","977","0","1","52","1021:4","0","","","","","","RADAR,977,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","983","0","1","52","1021:4","0","","","","","","RADAR,983,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","989","0","1","52","1021:4","0","","","","","","RADAR,989,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","995","0","1","52","1021:4","0","","","","","","RADAR,995,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1001","0","1","52","1021:4","0","","","","","","RADAR,1001,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1007","0","1","52","1021:4","0","","","","","","RADAR,1007,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1013","0","1","52","1021:4","0","","","","","","RADAR,1013,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1019","0","1","52","1021:4","0","","","","","","RADAR,1019,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1025","0","1","52","1021:4","0","","","","","","RADAR,1025,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1031","0","1","52","1021:4","0","","","","","","RADAR,1031,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1037","0","1","52","1021:4","0","","","","","","RADAR,1037,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1043","0","1","52","1021:4","0","","","","","","RADAR,1043,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1049","0","1","52","1021:4","0","","","","","","RADAR,1049,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1055","19","2","232","1020:172;1021:4","0","","","","","","RADAR,1055,19,2,232,1020:172;1021:4",""
"person_breathing","pasted_text_trim20s","1061","0","1","52","1021:4","0","","","","","","RADAR,1061,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1067","0","1","52","1021:4","0","","","","","","RADAR,1067,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1072","0","2","196","1021:4;1040:136","1","0","15","0.1621","78.7","16.7","RADAR,1072,0,2,196,1021:4;1040:136","VITAL,1072,id=0,rangeBin=15,breathDev=0.1621,heartRate=78.7,breathRate=16.7"
"person_breathing","pasted_text_trim20s","1078","0","1","52","1021:4","0","","","","","","RADAR,1078,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1084","0","1","52","1021:4","0","","","","","","RADAR,1084,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1090","0","1","52","1021:4","0","","","","","","RADAR,1090,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1096","0","1","52","1021:4","0","","","","","","RADAR,1096,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1102","0","1","52","1021:4","0","","","","","","RADAR,1102,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1108","0","1","52","1021:4","0","","","","","","RADAR,1108,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1114","0","1","52","1021:4","0","","","","","","RADAR,1114,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1120","9","3","296","1020:92;1021:4;1040:136","1","0","15","0.0903","77.0","16.7","RADAR,1120,9,3,296,1020:92;1021:4;1040:136","VITAL,1120,id=0,rangeBin=15,breathDev=0.0903,heartRate=77.0,breathRate=16.7"
"person_breathing","pasted_text_trim20s","1126","0","1","52","1021:4","0","","","","","","RADAR,1126,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1132","0","1","52","1021:4","0","","","","","","RADAR,1132,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1138","0","1","52","1021:4","0","","","","","","RADAR,1138,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1144","0","1","52","1021:4","0","","","","","","RADAR,1144,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1150","0","1","52","1021:4","0","","","","","","RADAR,1150,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1156","0","1","52","1021:4","0","","","","","","RADAR,1156,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1162","44","2","432","1020:372","0","","","","","","RADAR,1162,44,2,432,1020:372",""
"person_breathing","pasted_text_trim20s","1169","0","1","52","1021:4","0","","","","","","RADAR,1169,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1175","0","1","52","1021:4","0","","","","","","RADAR,1175,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1181","0","1","52","1021:4","0","","","","","","RADAR,1181,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1187","0","1","52","1021:4","0","","","","","","RADAR,1187,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1193","0","1","52","1021:4","0","","","","","","RADAR,1193,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1199","0","1","52","1021:4","0","","","","","","RADAR,1199,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1205","48","2","464","1020:404;1021:4","0","","","","","","RADAR,1205,48,2,464,1020:404;1021:4",""
"person_breathing","pasted_text_trim20s","1211","0","1","52","1021:4","0","","","","","","RADAR,1211,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1216","4","3","256","1020:52;1021:4;1040:136","1","0","15","0.0468","77.0","16.7","RADAR,1216,4,3,256,1020:52;1021:4;1040:136","VITAL,1216,id=0,rangeBin=15,breathDev=0.0468,heartRate=77.0,breathRate=16.7"
"person_breathing","pasted_text_trim20s","1223","0","1","52","1021:4","0","","","","","","RADAR,1223,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1229","0","1","52","1021:4","0","","","","","","RADAR,1229,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1235","0","1","52","1021:4","0","","","","","","RADAR,1235,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1241","0","1","52","1021:4","0","","","","","","RADAR,1241,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1247","7","2","136","1020:76;1021:4","0","","","","","","RADAR,1247,7,2,136,1020:76;1021:4",""
"person_breathing","pasted_text_trim20s","1253","0","1","52","1021:4","0","","","","","","RADAR,1253,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1259","0","1","52","1021:4","0","","","","","","RADAR,1259,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1265","0","1","52","1021:4","0","","","","","","RADAR,1265,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1271","0","1","52","1021:4","0","","","","","","RADAR,1271,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1277","0","1","52","1021:4","0","","","","","","RADAR,1277,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1283","0","1","52","1021:4","0","","","","","","RADAR,1283,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1289","0","1","52","1021:4","0","","","","","","RADAR,1289,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1295","0","1","52","1021:4","0","","","","","","RADAR,1295,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1301","1","2","88","1020:28;1021:4","0","","","","","","RADAR,1301,1,2,88,1020:28;1021:4",""
"person_breathing","pasted_text_trim20s","1307","1","2","88","1020:28;1021:4","0","","","","","","RADAR,1307,1,2,88,1020:28;1021:4",""
"person_breathing","pasted_text_trim20s","1312","28","3","448","1020:244;1021:4;1040:136","1","0","15","0.0534","60.3","16.7","RADAR,1312,28,3,448,1020:244;1021:4;1040:136","VITAL,1312,id=0,rangeBin=15,breathDev=0.0534,heartRate=60.3,breathRate=16.7"
"person_breathing","pasted_text_trim20s","1318","0","1","52","1021:4","0","","","","","","RADAR,1318,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1324","0","1","52","1021:4","0","","","","","","RADAR,1324,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1330","0","1","52","1021:4","0","","","","","","RADAR,1330,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1336","0","1","52","1021:4","0","","","","","","RADAR,1336,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1342","0","1","52","1021:4","0","","","","","","RADAR,1342,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1348","0","1","52","1021:4","0","","","","","","RADAR,1348,0,1,52,1021:4",""
"person_breathing","pasted_text_trim20s","1354","0","1","52","1021:4","0","","","","","","RADAR,1354,0,1,52,1021:4",""
